account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn,total_minutes,total_calls,total_charges
60,510,no,no,0,221,106,37,178,48,15,202,90,9,7,3,2,1,False,608,247,63
43,408,no,no,0,177,93,30,142,60,12,314,144,14,12,2,3,4,False,645,299,59
66,510,no,no,0,118,133,20,248,99,21,214,122,9,5,5,1,1,False,585,359,51
125,415,no,no,0,163,73,27,255,85,21,192,95,8,15,4,4,0,False,625,257,60
114,510,no,yes,4,141,96,24,230,88,19,223,85,10,9,3,2,3,False,603,272,55
112,415,no,no,0,272,119,46,226,94,19,159,94,7,16,5,4,3,True,673,312,76
101,408,no,yes,16,118,112,20,228,97,19,180,111,8,8,5,2,2,False,534,325,49
70,415,no,no,0,7,100,1,136,83,11,156,89,7,12,1,3,0,False,311,273,22
59,408,no,no,0,159,96,27,167,123,14,138,106,6,10,4,2,0,False,474,329,49
59,408,no,no,0,150,70,25,185,98,15,212,128,9,12,2,3,1,False,559,298,52
124,415,no,yes,30,144,35,24,262,101,22,226,82,10,12,7,3,2,False,644,225,59
99,415,no,no,0,140,88,23,210,98,17,229,125,10,12,4,3,2,False,591,315,53
150,510,no,no,0,169,123,28,216,83,18,179,107,8,12,3,3,1,False,576,316,57
81,510,no,no,0,220,77,37,148,87,12,183,100,8,7,3,2,2,False,558,267,59
86,510,no,no,0,216,96,36,266,77,22,214,110,9,4,3,1,0,False,700,286,68
84,510,no,no,0,169,96,28,157,94,13,98,70,4,10,7,2,0,False,434,267,47
118,510,no,yes,35,256,119,43,258,91,21,215,130,9,11,1,3,1,False,740,341,76
89,415,no,no,0,179,128,30,299,92,25,185,120,8,7,3,2,1,False,670,343,65
93,415,no,no,0,266,120,45,130,84,11,165,63,7,13,6,3,3,False,574,273,66
85,415,no,no,0,96,97,16,193,95,16,171,88,7,9,3,2,2,False,469,283,41
160,408,no,no,0,82,116,14,194,95,16,159,54,7,10,9,2,0,False,445,274,39
28,415,no,no,0,168,87,28,161,92,13,192,112,8,10,3,2,3,False,531,294,51
73,408,no,no,0,286,109,48,178,67,15,214,152,9,10,14,2,1,True,688,342,74
156,408,no,no,0,174,95,29,186,128,15,258,105,11,12,5,3,3,False,630,333,58
33,415,yes,no,0,190,100,32,161,104,13,189,136,8,13,6,3,1,False,553,346,56
77,510,no,no,0,175,86,29,205,78,17,245,100,11,17,3,4,4,False,642,267,61
119,415,no,no,0,133,102,22,204,71,17,196,103,8,11,7,3,1,False,544,283,50
91,510,no,yes,27,204,96,34,136,93,11,210,82,9,6,2,1,3,False,556,273,55
102,510,no,no,0,242,88,41,233,89,19,188,121,8,6,6,1,3,False,669,304,69
86,415,no,yes,33,253,112,43,210,94,17,95,98,4,11,4,3,3,False,569,308,67
82,415,no,no,0,130,110,22,185,88,15,178,105,8,8,4,2,0,False,501,307,47
89,408,no,no,0,105,151,18,189,142,16,170,67,7,12,7,3,0,False,476,367,44
86,415,no,no,0,194,98,33,193,95,16,192,123,8,9,7,2,3,False,588,323,59
134,408,no,no,0,183,111,31,123,92,10,160,105,7,6,2,1,1,False,472,310,49
92,415,no,no,0,196,82,33,190,89,16,163,99,7,10,2,2,2,False,559,272,58
87,510,no,no,0,184,81,31,172,103,14,183,96,8,13,3,3,3,False,552,283,56
64,408,no,no,0,261,113,44,148,99,12,145,74,6,13,4,3,0,False,567,290,65
80,510,no,no,0,202,118,34,260,67,22,177,112,7,9,5,2,3,False,648,302,65
165,415,no,yes,39,167,113,28,172,94,14,192,113,8,9,4,2,3,False,540,324,52
153,415,no,yes,22,167,104,28,246,91,20,203,117,9,7,11,2,1,False,623,323,59
41,415,no,yes,30,191,109,32,193,86,16,149,93,6,11,4,3,1,False,544,292,57
108,415,no,no,0,240,78,40,230,109,19,217,83,9,5,1,1,2,False,692,271,69
104,415,no,yes,26,189,112,32,178,97,15,199,104,8,11,4,3,1,False,577,317,58
115,408,no,no,0,127,67,21,182,90,15,172,92,7,10,7,2,1,False,491,256,45
87,415,no,no,0,205,106,34,99,122,8,189,75,8,13,3,3,1,False,506,306,53
159,415,no,yes,23,153,93,26,216,88,18,161,91,7,12,3,3,2,False,542,275,54
119,510,no,no,0,154,129,26,193,87,16,180,145,8,13,3,3,2,False,540,364,53
69,415,no,no,0,153,109,26,194,105,16,256,114,11,14,6,3,1,False,617,334,56
87,408,yes,yes,36,171,138,29,185,102,15,227,97,10,10,3,2,1,False,593,340,56
93,510,no,no,0,328,106,55,151,89,12,303,114,13,8,3,2,1,True,790,312,82
154,415,yes,no,0,145,69,24,208,141,17,180,106,8,14,10,3,0,True,547,326,52
57,415,no,yes,37,201,76,34,280,122,23,154,110,6,11,1,3,1,False,646,309,66
130,510,no,no,0,139,72,23,246,112,20,207,121,9,11,9,3,5,False,603,314,55
151,415,no,no,0,118,128,20,278,65,23,194,61,8,13,10,3,2,False,603,264,54
162,408,no,no,0,217,87,36,279,71,23,250,65,11,10,4,2,2,True,756,227,72
60,415,no,no,0,145,133,24,209,92,17,328,112,14,14,2,3,1,False,696,339,58
81,510,no,no,0,203,89,34,289,69,24,212,71,9,8,3,2,3,False,712,232,69
132,415,no,no,0,240,115,40,180,91,15,133,122,6,8,6,2,3,False,561,334,63
86,408,no,no,0,83,121,14,240,96,20,158,108,7,6,8,1,1,False,487,333,42
136,408,no,no,0,269,106,45,228,101,19,257,106,11,10,8,2,1,True,764,321,77
121,415,no,yes,21,126,84,21,209,102,17,192,129,8,10,2,2,1,False,537,317,48
105,510,no,yes,15,88,125,14,175,142,14,269,85,12,9,1,2,2,False,541,353,42
105,415,no,yes,34,218,61,37,196,74,16,151,103,6,9,4,2,2,False,574,242,61
51,415,no,yes,26,236,61,40,263,97,22,181,91,8,11,8,3,1,False,691,257,73
64,408,no,no,0,124,117,21,192,108,16,162,84,7,6,5,1,3,False,484,314,45
80,510,yes,yes,30,184,132,31,167,109,14,212,114,9,10,10,2,0,False,573,365,56
56,415,no,no,0,222,133,37,277,89,23,101,94,4,13,4,3,4,False,613,320,67
120,415,no,no,0,149,98,25,193,88,16,248,119,11,11,5,3,1,False,601,310,55
103,510,no,no,0,206,125,35,180,113,15,220,95,9,12,4,3,3,False,618,337,62
164,510,no,yes,27,159,102,27,168,113,14,244,127,10,9,9,2,3,False,580,351,53
116,415,no,yes,27,204,118,34,209,91,17,212,67,9,7,2,1,2,False,632,278,61
121,408,no,no,0,213,79,36,120,116,10,244,102,11,7,4,2,1,False,584,301,59
55,415,yes,no,0,269,121,45,171,91,14,219,98,9,8,6,2,1,False,667,316,70
183,415,no,no,0,116,92,19,213,112,18,214,112,9,9,6,2,2,False,552,322,48
104,408,no,no,0,263,101,44,235,117,20,102,146,4,13,4,3,0,False,613,368,71
90,408,no,no,0,140,97,23,213,102,18,120,126,5,7,2,1,1,False,480,327,47
82,415,no,no,0,197,101,33,127,83,10,142,103,6,13,3,3,1,False,479,290,52
101,415,no,no,0,136,92,23,220,110,18,196,116,8,13,7,3,3,False,565,325,52
9,415,no,yes,16,88,87,15,178,108,15,228,96,10,11,3,3,2,False,505,294,43
97,415,no,no,0,215,58,36,242,91,20,279,105,12,12,9,3,0,False,748,263,71
94,408,no,no,0,269,104,45,193,144,16,257,61,11,8,2,2,3,True,727,311,74
127,510,no,yes,25,203,118,34,267,48,22,225,105,10,7,5,1,0,False,702,276,67
125,510,no,yes,34,268,112,45,222,108,18,117,102,5,10,3,2,0,False,617,325,70
140,415,no,no,0,159,104,27,269,106,22,220,116,9,10,4,2,1,False,658,330,60
90,415,no,no,0,114,122,19,127,154,10,253,109,11,10,5,2,2,False,504,390,42
67,415,no,no,0,138,65,23,208,109,17,232,82,10,9,3,2,2,False,587,259,52
113,415,no,no,0,186,55,31,237,105,20,148,83,6,12,6,3,1,False,583,249,60
121,510,no,yes,26,170,91,28,254,90,21,219,122,9,15,5,4,0,False,658,308,62
93,408,no,no,0,164,95,27,230,87,19,149,91,6,9,3,2,4,False,552,276,54
121,408,no,no,0,168,121,28,168,94,14,95,59,4,12,4,3,1,False,443,278,49
53,408,no,no,0,261,119,44,250,105,21,176,112,7,9,2,2,0,True,696,338,74
75,415,no,no,0,190,91,32,178,75,15,162,113,7,13,5,3,1,False,543,284,57
132,510,no,no,0,181,121,30,314,109,26,246,81,11,4,9,1,2,False,745,320,68
162,408,no,no,0,177,131,30,114,122,9,153,88,6,6,6,1,3,False,450,347,46
140,415,no,no,0,160,114,27,240,103,20,233,121,10,11,4,3,1,False,644,342,60
91,408,no,no,0,134,116,22,295,98,25,195,121,8,6,5,1,2,False,630,340,56
73,510,no,yes,28,198,107,33,139,123,11,199,139,8,8,1,2,2,False,544,370,54
95,408,yes,no,0,228,134,38,255,71,21,208,120,9,10,2,2,4,True,701,327,70
145,408,no,no,0,241,137,41,135,100,11,277,123,12,13,3,3,0,False,666,363,67
100,415,no,no,0,131,108,22,176,81,14,89,81,4,4,4,1,1,False,400,274,41
122,415,no,no,0,234,101,39,200,121,17,237,89,10,13,9,3,2,False,684,320,69
109,415,no,no,0,200,72,34,300,120,25,236,68,10,11,5,3,0,False,747,265,72
82,408,no,no,0,154,107,26,94,114,8,287,95,12,10,7,2,1,False,545,323,48
65,415,no,yes,23,224,106,38,189,100,16,222,75,10,9,4,2,0,False,644,285,66
52,510,no,no,0,148,83,25,181,79,15,155,104,7,8,6,2,3,False,492,272,49
136,415,no,yes,24,174,76,29,176,114,15,214,91,9,8,5,2,2,False,572,286,55
75,415,no,no,0,138,110,23,153,86,13,215,103,9,11,7,3,1,False,517,306,48
146,408,no,no,0,109,69,18,265,98,22,228,80,10,12,2,3,1,False,614,249,53
105,408,no,no,0,162,99,27,212,95,18,214,114,9,11,8,3,4,False,599,316,57
48,415,no,no,0,210,84,35,189,98,16,157,99,7,16,3,4,2,False,572,284,62
45,415,no,no,0,142,107,24,318,78,27,224,108,10,11,7,3,1,False,695,300,64
106,415,no,yes,37,223,104,38,235,99,19,140,90,6,10,5,2,2,False,608,298,65
33,510,no,no,0,182,65,31,232,96,19,149,82,6,7,2,2,2,False,570,245,58
68,408,no,no,0,219,97,37,141,144,11,205,101,9,10,4,2,2,False,575,346,59
106,408,no,no,0,193,66,32,238,82,20,176,107,7,12,3,3,0,False,619,258,62
141,415,no,no,0,192,111,32,156,87,13,175,82,7,11,6,2,0,False,534,286,54
98,408,no,no,0,236,122,40,189,110,16,153,104,6,13,4,3,0,False,591,340,65
94,510,no,yes,28,233,88,39,113,102,9,118,71,5,16,4,4,0,False,480,265,57
65,510,no,no,0,158,53,27,188,132,16,189,87,8,9,4,2,2,False,544,276,53
85,415,no,no,0,126,112,21,274,126,23,184,95,8,9,4,2,1,False,593,337,54
71,510,no,no,0,290,108,49,253,92,21,263,126,11,10,5,2,3,True,816,331,83
112,408,no,yes,30,60,113,10,165,96,14,132,99,5,13,7,3,0,False,370,315,32
110,415,no,no,0,148,95,25,193,98,16,206,106,9,6,6,1,0,False,553,305,51
111,415,no,no,0,246,108,41,216,89,18,179,99,8,12,3,3,2,False,653,299,70
74,408,no,no,0,298,112,50,201,100,17,214,88,9,9,4,2,2,True,722,304,78
105,510,no,no,0,119,82,20,185,111,15,157,74,7,10,4,2,2,False,471,271,44
40,408,no,no,0,242,82,41,232,97,19,154,86,6,9,7,2,0,False,637,272,68
128,408,yes,yes,18,222,89,37,160,109,13,218,102,9,13,2,3,0,True,613,302,62
123,408,no,no,0,236,135,40,273,88,23,227,77,10,10,6,2,2,True,746,306,75
122,510,no,no,0,144,87,24,212,74,18,169,87,7,9,4,2,0,False,534,252,51
114,408,no,yes,19,154,100,26,241,109,20,160,112,7,12,1,3,3,False,567,322,56
102,415,no,yes,25,137,100,23,176,83,15,188,93,8,10,6,2,2,False,511,282,48
126,415,no,no,0,103,93,17,127,107,10,329,66,14,14,1,3,0,False,573,267,44
150,415,no,no,0,136,112,23,209,81,17,161,78,7,12,2,3,4,True,518,273,50
60,408,no,no,0,289,101,49,255,115,21,242,76,10,11,4,3,2,True,797,296,83
123,408,no,no,0,260,85,44,168,103,14,178,91,8,13,5,3,3,False,619,284,69
138,510,yes,no,0,196,129,33,176,86,15,232,108,10,15,1,4,0,True,619,324,62
29,510,no,no,0,195,71,33,126,74,10,148,87,6,14,4,3,1,False,483,236,52
111,415,no,no,0,222,96,37,162,111,13,184,120,8,11,7,3,4,False,579,334,61
37,510,yes,no,0,172,119,29,183,86,15,226,100,10,9,1,2,0,True,590,306,56
111,408,no,no,0,249,109,42,242,106,20,231,78,10,11,4,3,0,True,733,297,75
81,510,no,no,0,154,84,26,216,91,18,229,82,10,13,3,3,1,False,612,260,57
46,510,no,no,0,90,108,15,276,77,23,146,111,6,12,2,3,1,False,524,298,47
69,510,no,yes,27,268,78,45,246,89,20,271,102,12,16,3,4,0,False,801,272,81
125,408,no,no,0,106,95,18,157,113,13,192,69,8,8,3,2,1,False,463,280,41
43,415,no,no,0,27,117,4,160,97,13,279,96,12,10,3,2,3,False,476,313,31
127,415,no,yes,27,140,59,23,223,111,18,257,73,11,3,10,1,1,False,623,253,53
94,510,no,no,0,245,112,41,180,91,15,262,105,11,9,6,2,1,False,696,314,69
46,408,no,no,0,196,85,33,205,74,17,216,112,9,11,5,3,3,False,628,276,62
73,408,no,yes,26,131,98,22,106,97,9,221,96,9,10,6,2,2,False,468,297,42
146,408,no,yes,23,149,96,25,239,124,20,293,135,13,7,4,2,2,False,688,359,60
93,415,no,no,0,239,70,40,251,99,21,168,112,7,10,10,2,1,False,668,291,70
52,408,no,yes,31,142,77,24,193,97,16,253,88,11,11,4,2,1,False,599,266,53
202,510,no,no,0,115,137,19,178,70,15,185,113,8,6,3,1,3,False,484,323,43
129,510,no,yes,31,193,99,32,224,87,19,197,91,8,10,8,2,2,False,624,285,61
94,415,no,no,0,206,49,35,224,115,19,256,74,11,13,1,3,1,False,699,239,68
100,415,no,no,0,160,138,27,221,92,18,150,120,6,11,2,3,0,False,542,352,54
43,415,no,no,0,199,108,33,288,80,24,180,103,8,11,7,3,1,False,678,298,68
130,415,no,no,0,213,105,36,206,108,17,163,93,7,8,3,2,0,False,590,309,62
124,415,no,no,0,178,102,30,235,120,19,239,119,10,10,1,2,3,False,662,342,61
92,510,yes,no,0,252,120,42,207,112,17,284,95,12,12,5,3,3,True,755,332,74
48,415,no,no,0,197,64,33,136,126,11,244,81,11,13,5,3,4,False,590,276,58
98,510,no,yes,29,111,105,18,217,101,18,248,108,11,6,3,1,2,False,582,317,48
100,415,no,no,0,96,86,16,210,133,17,146,106,6,12,3,3,1,True,464,328,42
79,415,no,no,0,156,109,26,122,87,10,189,103,8,11,5,3,3,False,478,304,47
164,415,no,no,0,123,78,20,170,85,14,165,78,7,12,2,3,1,False,470,243,44
105,415,no,no,0,193,108,32,183,124,15,293,72,13,10,5,2,1,False,679,309,62
89,408,yes,no,0,206,134,35,167,105,14,155,86,7,10,4,2,0,False,538,329,58
126,415,no,no,0,249,96,42,261,92,22,166,108,7,12,4,3,3,True,688,300,74
96,408,no,no,0,144,102,24,224,73,19,227,91,10,10,7,2,1,False,605,273,55
120,415,no,yes,33,299,83,50,163,84,13,146,88,6,11,5,3,0,False,619,260,72
212,415,no,no,0,226,127,38,304,83,25,181,132,8,12,4,3,2,True,723,346,74
72,415,no,no,0,137,106,23,143,94,12,273,110,12,9,6,2,2,False,562,316,49
155,415,yes,yes,26,211,121,35,139,123,11,146,89,6,11,3,3,1,False,507,336,55
89,415,no,no,0,89,80,15,179,81,15,145,120,6,9,4,2,2,False,422,285,38
126,408,yes,no,0,197,126,33,246,112,20,285,104,12,12,8,3,2,False,740,350,68
172,408,no,no,0,270,102,45,256,111,21,168,104,7,12,5,3,2,True,706,322,76
75,415,no,no,0,224,116,38,192,79,16,212,98,9,11,11,3,3,False,639,304,66
143,510,no,no,0,194,99,33,123,133,10,229,99,10,10,2,2,2,False,556,333,55
166,510,yes,no,0,47,89,8,264,95,22,235,97,10,13,3,3,0,True,559,284,43
132,415,no,no,0,190,105,32,182,116,15,279,105,12,13,2,3,1,False,664,328,62
94,408,yes,no,0,89,94,15,339,106,28,172,76,7,7,1,2,1,True,607,277,52
99,415,no,no,0,182,83,31,154,111,13,196,57,8,12,5,3,0,False,544,256,55
136,415,no,yes,35,205,86,34,298,119,25,214,104,9,6,4,1,1,False,723,313,69
119,415,no,no,0,231,82,39,266,97,22,211,118,9,7,10,2,1,False,715,307,72
115,510,yes,no,0,251,69,42,252,96,21,118,112,5,9,1,2,3,True,630,278,70
160,415,no,no,0,171,103,29,243,121,20,178,92,8,13,3,3,2,False,605,319,60
166,510,no,no,0,197,89,33,251,113,21,138,85,6,11,2,3,2,False,597,289,63
120,510,no,no,0,134,94,22,204,106,17,238,109,10,6,8,1,1,False,582,317,50
173,415,no,no,0,191,114,32,168,138,14,109,99,4,10,3,2,1,False,478,354,52
156,415,no,no,0,174,65,29,197,116,16,238,86,10,10,2,2,0,False,619,269,57
70,415,no,no,0,177,125,30,226,104,19,254,72,11,10,4,2,0,False,667,305,62
41,510,no,no,0,182,89,30,211,104,17,207,124,9,6,1,1,1,False,606,318,57
132,408,no,no,0,222,85,37,165,76,14,208,97,9,11,4,3,0,False,606,262,63
47,510,yes,no,0,47,120,8,178,123,15,152,96,6,13,7,3,0,True,390,346,32
160,510,no,no,0,121,97,20,89,97,7,150,92,6,10,5,2,1,False,370,291,35
180,415,no,no,0,143,121,24,189,111,16,174,82,7,8,5,2,3,False,514,319,49
93,415,no,no,0,164,68,28,210,86,17,229,104,10,7,4,2,2,False,610,262,57
109,415,no,no,0,193,58,32,148,115,12,282,105,12,13,1,3,2,False,636,279,59
80,510,no,no,0,101,121,17,263,110,22,137,74,6,7,5,1,0,False,508,310,46
54,415,no,yes,24,92,88,15,193,98,16,99,119,4,11,3,3,2,False,395,308,38
121,415,no,no,0,168,128,28,123,99,10,266,105,11,2,7,0,2,False,559,339,49
157,510,no,yes,29,219,102,37,206,109,17,192,117,8,15,5,4,1,False,632,333,66
170,510,no,yes,37,178,130,30,242,103,20,243,93,10,13,4,3,0,False,676,330,63
138,510,no,no,0,146,101,24,284,142,24,176,98,7,14,6,3,3,False,620,347,58
92,415,no,yes,31,172,116,29,266,91,22,228,90,10,11,5,3,1,False,677,302,64
126,415,no,no,0,190,143,32,149,72,12,191,87,8,13,3,3,1,False,543,305,55
41,415,no,no,0,232,74,39,327,88,27,226,119,10,10,2,2,3,True,795,283,78
167,415,no,no,0,169,124,28,173,108,14,216,64,9,12,4,3,4,True,570,300,54
91,510,no,no,0,123,107,21,319,125,27,237,78,10,7,4,1,2,False,686,314,59
127,510,no,no,0,96,117,16,177,68,15,162,127,7,9,4,2,3,False,444,316,40
88,408,no,yes,27,93,106,15,252,92,21,189,104,8,10,1,2,1,False,544,303,46
113,415,no,no,0,90,130,15,170,100,14,137,74,6,5,9,1,1,False,402,313,36
78,510,no,no,0,152,81,25,256,82,21,173,112,7,5,6,1,2,False,586,281,54
123,408,no,no,0,257,92,43,211,71,17,189,104,8,9,2,2,2,False,666,269,70
136,408,yes,yes,29,85,98,14,230,85,19,243,104,10,9,3,2,2,False,567,290,45
68,415,no,yes,34,160,72,27,184,119,15,208,101,9,6,10,1,1,False,558,302,52
132,415,no,yes,10,182,54,31,292,68,24,142,116,6,11,4,3,0,False,627,242,64
133,415,no,no,0,216,67,36,222,133,18,192,95,8,3,1,0,2,False,633,296,62
127,415,no,no,0,261,105,44,181,107,15,100,131,4,3,5,0,0,False,545,348,63
110,415,no,no,0,241,105,41,174,85,14,245,59,11,8,4,2,2,False,668,253,68
121,510,no,no,0,177,142,30,123,88,10,213,51,9,8,6,2,1,False,521,287,51
116,510,no,no,0,89,128,15,180,137,15,193,94,8,14,3,3,2,False,476,362,41
112,415,yes,yes,16,200,72,34,197,91,16,151,92,6,10,3,2,1,False,558,258,58
97,510,yes,no,0,145,103,24,294,93,25,239,120,10,11,2,2,4,True,689,318,61
43,510,no,no,0,159,99,27,119,149,10,173,126,7,6,3,1,2,False,457,377,45
110,415,no,no,0,151,106,25,138,126,11,233,112,10,11,8,3,3,False,533,352,49
67,408,no,no,0,176,120,29,236,138,20,152,104,6,10,4,2,1,False,574,366,57
166,408,no,no,0,152,95,25,121,105,10,198,126,8,9,5,2,0,False,480,331,45
129,408,no,no,0,161,122,27,220,95,18,224,104,10,9,3,2,1,False,614,324,57
103,510,yes,no,0,171,78,29,144,86,12,157,106,7,6,3,1,3,False,478,273,49
71,415,no,no,0,278,110,47,190,67,16,255,84,11,11,7,3,0,True,734,268,77
112,415,no,yes,27,213,121,36,226,101,19,189,99,8,11,3,3,4,False,639,324,66
8,415,no,yes,36,242,67,41,170,59,14,177,130,7,4,12,1,1,False,593,268,63
98,415,no,no,0,217,121,36,303,73,25,197,71,8,12,2,3,0,True,729,267,72
90,415,no,no,0,175,111,29,285,115,24,150,122,6,13,7,3,1,False,623,355,62
13,415,no,no,0,303,133,51,170,86,14,227,80,10,11,3,3,0,True,711,302,78
58,415,no,no,0,238,107,40,187,88,15,181,84,8,11,3,3,2,False,617,282,66
137,415,no,yes,22,189,42,32,179,137,15,179,126,8,11,5,3,2,False,558,310,58
116,408,no,no,0,133,94,22,247,126,21,219,78,9,11,5,3,5,True,610,303,55
94,415,no,yes,28,92,107,15,127,86,10,225,86,10,9,4,2,3,False,453,283,37
87,415,no,no,0,177,72,30,248,105,21,200,87,9,8,7,2,3,False,633,271,62
120,415,no,no,0,184,103,31,209,86,17,169,70,7,10,6,2,2,False,572,265,57
97,415,no,yes,24,176,109,29,159,81,13,269,94,12,12,9,3,0,False,616,293,57
134,415,no,no,0,204,108,34,143,105,12,165,84,7,11,4,2,6,False,523,301,55
68,510,no,no,0,143,80,24,134,65,11,215,84,9,15,5,4,2,False,507,234,48
93,408,no,no,0,179,93,30,188,65,16,253,88,11,12,5,3,1,False,632,251,60
120,415,no,no,0,137,100,23,212,129,18,152,92,6,10,2,2,1,False,511,323,49
41,408,no,no,0,237,92,40,223,155,19,217,90,9,10,6,2,2,False,687,343,70
80,510,no,no,0,203,92,34,216,97,18,154,66,6,7,5,2,2,False,580,260,60
83,415,no,yes,25,191,95,32,250,136,21,249,86,11,17,5,4,2,False,707,322,68
109,510,yes,no,0,209,141,35,205,93,17,119,111,5,7,3,2,2,False,540,348,59
66,510,no,yes,33,88,104,15,109,94,9,172,107,7,7,9,1,3,False,376,314,32
104,510,no,no,0,97,88,16,155,85,13,261,105,11,12,5,3,0,False,525,283,43
89,510,no,no,0,137,96,23,192,63,16,255,125,11,11,5,2,1,False,595,289,52
127,510,no,no,0,224,112,38,185,103,15,159,83,7,10,1,2,2,False,578,299,62
117,408,no,yes,13,207,65,35,152,77,12,232,95,10,9,3,2,1,False,600,240,59
128,510,no,no,0,268,95,45,120,126,10,220,121,9,14,6,3,2,False,622,348,67
88,415,no,no,0,166,61,28,179,88,15,242,131,10,6,7,1,4,True,593,287,54
61,408,no,no,0,267,104,45,180,131,15,230,106,10,17,4,4,1,True,694,345,74
22,415,no,no,0,181,108,30,198,148,16,206,96,9,9,3,2,2,False,594,355,57
78,415,no,no,0,147,80,25,199,100,16,160,106,7,13,7,3,0,False,519,293,51
56,415,no,yes,29,37,115,6,144,111,12,226,101,10,4,3,1,1,False,411,330,29
192,415,no,no,0,185,88,31,224,98,19,212,105,9,11,3,3,2,False,632,294,62
70,415,no,no,0,156,108,26,171,116,14,196,96,8,8,4,2,2,False,531,324,50
148,510,no,no,0,239,84,40,195,85,16,232,104,10,10,3,2,1,False,676,276,68
65,415,no,yes,29,215,129,36,161,77,13,128,91,5,8,5,2,2,False,512,302,56
119,510,no,no,0,134,70,22,211,74,17,188,105,8,11,6,3,1,False,544,255,50
80,415,no,no,0,194,116,33,209,93,17,194,100,8,12,3,3,0,False,609,312,61
152,408,no,yes,20,239,105,40,209,111,17,268,130,12,13,3,3,5,False,729,349,72
113,510,no,no,0,92,85,15,177,92,15,159,72,7,14,4,3,3,False,442,253,40
75,510,no,no,0,209,133,35,211,121,17,291,123,13,7,4,1,1,False,718,381,66
80,415,no,no,0,197,83,33,164,86,13,94,98,4,6,6,1,1,False,461,273,51
148,408,no,no,0,17,121,2,161,125,13,203,82,9,10,6,2,1,False,391,334,26
63,415,yes,no,0,62,112,10,202,111,17,259,58,11,8,8,2,1,False,531,289,40
97,415,no,yes,28,202,97,34,69,84,5,257,64,11,6,3,1,1,False,534,248,51
166,415,no,no,0,136,116,23,181,93,15,131,108,5,11,4,3,0,False,459,321,46
94,408,no,no,0,207,109,35,167,80,14,238,117,10,2,6,0,1,False,614,312,59
85,408,no,yes,33,207,95,35,233,88,19,221,92,9,13,3,3,1,False,674,278,66
80,415,yes,no,0,276,122,47,195,79,16,210,78,9,7,3,1,1,True,688,282,73
210,415,no,yes,31,313,87,53,147,103,12,192,97,8,10,7,2,3,False,662,294,75
88,415,yes,yes,25,288,114,49,203,74,17,228,117,10,13,5,3,1,False,732,310,79
100,408,no,no,0,210,85,35,329,69,27,127,78,5,9,5,2,4,False,675,237,69
154,408,no,yes,35,64,76,11,184,91,15,151,75,6,14,1,3,1,False,413,243,35
32,510,no,yes,26,243,137,41,236,108,20,173,149,7,9,9,2,1,False,661,403,70
18,408,no,no,0,197,97,33,203,107,17,202,105,9,8,3,2,3,False,610,312,61
126,415,no,yes,31,278,88,47,253,65,21,223,114,10,8,4,2,0,False,762,271,80
144,510,no,yes,37,219,102,37,222,77,18,118,111,5,10,4,2,1,False,569,294,62
29,510,no,no,0,313,103,53,216,151,18,218,106,9,12,4,3,2,True,759,364,83
86,408,no,yes,16,145,88,24,191,129,16,215,82,9,11,7,3,0,False,562,306,52
138,415,no,yes,37,75,102,12,173,147,14,162,96,7,8,13,2,0,False,418,358,35
146,415,no,no,0,195,86,33,228,82,19,303,94,13,12,4,3,3,False,738,266,68
175,415,no,no,0,132,95,22,231,74,19,313,108,14,8,10,2,1,False,684,287,57
74,510,no,no,0,124,102,21,262,101,22,268,98,12,11,2,3,2,False,665,303,58
48,415,no,no,0,171,98,29,159,127,13,139,101,6,7,3,2,2,False,476,329,50
74,510,no,yes,31,249,70,42,209,59,17,180,75,8,9,2,2,4,False,647,206,69
105,415,yes,no,0,228,100,38,145,108,12,245,140,11,7,7,2,0,False,625,355,63
157,510,no,no,0,168,71,28,205,48,17,175,88,7,5,2,1,3,False,553,209,53
217,415,no,no,0,123,138,21,248,105,21,269,78,12,13,4,3,0,False,653,325,57
68,415,no,no,0,178,61,30,252,84,21,255,76,11,8,4,2,1,False,693,225,64
80,415,no,no,0,113,86,19,185,97,15,237,145,10,9,5,2,1,False,544,333,46
38,415,no,yes,25,142,106,24,313,109,26,126,117,5,13,6,3,2,False,594,338,58
107,415,no,yes,38,204,57,34,205,92,17,286,80,12,8,4,2,0,False,703,233,65
140,415,no,no,0,149,71,25,212,97,18,245,67,11,12,4,3,3,False,618,239,57
98,415,no,no,0,227,116,38,120,103,10,117,102,5,4,4,1,5,True,468,325,54
114,415,no,no,0,155,75,26,169,87,14,207,133,9,12,5,3,2,False,543,300,52
46,408,no,no,0,156,105,26,185,98,15,226,96,10,11,3,3,1,False,578,302,54
118,415,no,yes,42,148,105,25,167,105,14,270,105,12,10,7,2,0,False,595,322,53
37,510,no,no,0,271,112,46,155,96,13,199,97,8,6,4,1,3,False,631,309,68
34,415,no,no,0,193,74,32,126,84,10,221,166,9,8,4,2,0,False,548,328,53
98,415,yes,yes,23,245,54,41,292,83,24,184,90,8,10,7,2,1,False,731,234,75
